Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age,continent
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2011,36.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2013,38.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2013,,,,,,Under 5 years old,Africa
Liberia,Under-five mortality rate,Total,2000,188.029628532139,,Deaths per 1000 live births,Normal value,,174.433153362829,203.261332572246,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2001,175.072357681156,,Deaths per 1000 live births,Normal value,,162.216366800516,189.376549071778,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2002,162.341193460196,,Deaths per 1000 live births,Normal value,,150.196766142705,175.504451620598,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2003,150.095967233518,,Deaths per 1000 live births,Normal value,,139.002753764425,162.137205074352,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2004,138.941517718771,,Deaths per 1000 live births,Normal value,,128.599205193416,150.139757099737,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2005,129.145147134552,,Deaths per 1000 live births,Normal value,,119.258110857839,139.611359369588,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2006,120.848407364855,,Deaths per 1000 live births,Normal value,,111.185994196169,130.993158555672,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2007,114.084042834744,,Deaths per 1000 live births,Normal value,,104.679523076521,123.796320253968,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2008,108.588428028693,,Deaths per 1000 live births,Normal value,,99.3434648470116,118.471105122286,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2009,104.235964366944,,Deaths per 1000 live births,Normal value,,95.1850395140369,114.152161810237,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2010,100.788054737054,,Deaths per 1000 live births,Normal value,,91.6777937602505,110.760141494327,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2011,98.0056856820282,,Deaths per 1000 live births,Normal value,,88.5881316537093,108.319717227335,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2012,95.697118535879,,Deaths per 1000 live births,Normal value,,85.8790178936768,106.223257666416,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2013,93.8292763253227,,Deaths per 1000 live births,Normal value,,83.3231968912682,105.18233802617,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2014,94.341656307046,,Deaths per 1000 live births,Normal value,,82.7832322281827,107.214691565043,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2015,90.9556467001438,,Deaths per 1000 live births,Normal value,,78.599838228305,104.936833219248,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2016,89.2838277463536,,Deaths per 1000 live births,Normal value,,75.9602159208434,104.963595022853,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2017,87.9142749685629,,Deaths per 1000 live births,Normal value,,72.9651615385315,106.042491023139,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2018,86.3814893672809,,Deaths per 1000 live births,Normal value,,69.7052093804583,107.471119310674,,,,,,,,,,Total,Africa
Liberia,Under-five mortality rate,Total,2019,84.6226210538082,,Deaths per 1000 live births,Normal value,,66.2525797041732,108.421662345904,,,,,,,,,,Total,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2009,26.0,Units,%,Reported,Free,,,,,,Other NS 2009,,,,,,Under 5 years old,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2011,37.1,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2013,38.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2013,,,,,,Under 5 years old,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2016,43.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2016,,,,,,Under 5 years old,Africa
Liberia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2020,44.3,Units,%,Reported,Free,,,,,,Liberia Demographic and Health Survey 2019-20: Key Indicators. Monrovia; Liberia and Rockville; Maryland; USA: Liberia Institute of Statistics and Geo-Information Services (LISGIS); Ministry of Health and Social Welfare; and ICF 2020,,,,,,Under 5 years old,Africa
Liberia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2009,47.0,Units,%,Reported,Free,,,,,,Other NS 2009,,,,,,Total,Africa
Liberia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2011,49.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Total,Africa
Liberia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2013,54.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2013,,,,,,Total,Africa
Liberia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2016,61.5,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2016,,,,,,Total,Africa
Liberia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2020,54.7,Units,%,Reported,Free,,,,,,Liberia Demographic and Health Survey 2019-20: Key Indicators. Monrovia; Liberia and Rockville; Maryland; USA: Liberia Institute of Statistics and Geo-Information Services (LISGIS); Ministry of Health and Social Welfare; and ICF 2020,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2000,25.177486650361,,Deaths per 1000 live births,Normal value,,23.5614832482553,26.9245293947305,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2001,24.4186335486854,,Deaths per 1000 live births,Normal value,,23.1472522495009,25.7782823040067,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2002,23.6568585509926,,Deaths per 1000 live births,Normal value,,22.626897506099,24.7556011075675,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2003,22.8027426579966,,Deaths per 1000 live births,Normal value,,21.8765571534723,23.7524800199205,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2004,21.7878893117377,,Deaths per 1000 live births,Normal value,,20.9180314503439,22.6773351555979,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2005,20.6098632969492,,Deaths per 1000 live births,Normal value,,19.7954949226374,21.4559141645901,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2006,19.3289307407897,,Deaths per 1000 live births,Normal value,,18.5216249792931,20.1430301842574,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2007,17.9838957227189,,Deaths per 1000 live births,Normal value,,17.1472482536839,18.8715181928881,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2008,16.7366920875667,,Deaths per 1000 live births,Normal value,,15.7345406121144,17.8127401229407,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2009,15.6829270114566,,Deaths per 1000 live births,Normal value,,14.3712766804586,17.1251380666081,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2010,14.8100108346063,,Deaths per 1000 live births,Normal value,,13.1255808637562,16.7805755729666,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2011,15.8213606715353,,Deaths per 1000 live births,Normal value,,13.48977766112,18.6702320128684,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2012,13.4592429791468,,Deaths per 1000 live births,Normal value,,11.0011052959572,16.4953486104725,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2013,12.8862082070487,,Deaths per 1000 live births,Normal value,,10.1043566292567,16.5117123374024,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2014,12.3577695676691,,Deaths per 1000 live births,Normal value,,9.30671532046865,16.4878388360492,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2015,11.9081606588752,,Deaths per 1000 live births,Normal value,,8.60862192442887,16.4713226491754,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2016,11.4660494768667,,Deaths per 1000 live births,Normal value,,7.95775767030407,16.5125653519864,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2017,11.0428341659467,,Deaths per 1000 live births,Normal value,,7.4110612196304,16.5083310190326,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2018,10.7070934034018,,Deaths per 1000 live births,Normal value,,6.90368179755028,16.5972280710327,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Female,2019,10.3643569260886,,Deaths per 1000 live births,Normal value,,6.42553717126096,16.5118841954188,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2000,30.8269176975067,,Deaths per 1000 live births,Normal value,,28.9776476032756,32.8455332528908,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2001,29.9775310401346,,Deaths per 1000 live births,Normal value,,28.5229991137807,31.5053915931118,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2002,29.0907967109324,,Deaths per 1000 live births,Normal value,,27.9259914778317,30.2545226034309,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2003,28.083630791104,,Deaths per 1000 live births,Normal value,,27.1028858654274,29.0594465740729,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2004,26.8937951728656,,Deaths per 1000 live births,Normal value,,25.994560558297,27.7768520546313,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2005,25.4911570048863,,Deaths per 1000 live births,Normal value,,24.645602317811,26.3408286868339,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2006,23.9119826329947,,Deaths per 1000 live births,Normal value,,23.0720333891174,24.751185080067,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2007,22.2593605796477,,Deaths per 1000 live births,Normal value,,21.3630617518264,23.2298119417957,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2008,20.7128190377554,,Deaths per 1000 live births,Normal value,,19.56875805222,21.9631352308355,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2009,19.3910180864673,,Deaths per 1000 live births,Normal value,,17.848417232209,21.1149593290888,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2010,18.2950168285792,,Deaths per 1000 live births,Normal value,,16.2623962822203,20.6594934146222,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2011,19.1564159962733,,Deaths per 1000 live births,Normal value,,16.3362642843547,22.468395563466,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2012,16.5989721226333,,Deaths per 1000 live births,Normal value,,13.605445988412,20.2658171150544,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2013,15.8927545659715,,Deaths per 1000 live births,Normal value,,12.4465431091476,20.2040313051334,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2014,15.2226245867746,,Deaths per 1000 live births,Normal value,,11.4644433872251,20.1824138232568,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2015,14.6587798202392,,Deaths per 1000 live births,Normal value,,10.5572113718286,20.1682255183615,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2016,14.1150221822616,,Deaths per 1000 live births,Normal value,,9.82268220489732,20.2290838962672,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2017,13.6061893979869,,Deaths per 1000 live births,Normal value,,9.1274519648914,20.2053145643653,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2018,13.106965409844,,Deaths per 1000 live births,Normal value,,8.41437826482239,20.2675852289992,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Male,2019,12.6885751573076,,Deaths per 1000 live births,Normal value,,7.82818058743679,20.1901165279228,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2000,28.0866444478933,,Deaths per 1000 live births,Normal value,,26.5130585154223,29.7590328640651,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2001,27.2681282220679,,Deaths per 1000 live births,Normal value,,26.1528814985851,28.4725875973836,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2002,26.4385861321517,,Deaths per 1000 live births,Normal value,,25.6737743746937,27.247669245581,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2003,25.5087037004901,,Deaths per 1000 live births,Normal value,,24.9357670752904,26.0880515890423,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2004,24.3999301200042,,Deaths per 1000 live births,Normal value,,23.9162978628071,24.8874596359668,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2005,23.1133288807078,,Deaths per 1000 live births,Normal value,,22.6587445113329,23.5774620453474,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2006,21.6798375728958,,Deaths per 1000 live births,Normal value,,21.1912834424866,22.1770444587367,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2007,20.1812688315406,,Deaths per 1000 live births,Normal value,,19.5397955411317,20.844087026926,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2008,18.7779418217797,,Deaths per 1000 live births,Normal value,,17.8451410701328,19.7766518368139,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2009,17.5875344650833,,Deaths per 1000 live births,Normal value,,16.2309186332843,19.0515660649033,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2010,16.6188252391751,,Deaths per 1000 live births,Normal value,,14.7790930847863,18.6816464084838,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2011,17.5491508129958,,Deaths per 1000 live births,Normal value,,14.9812285570866,20.5503777921897,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2012,15.0776578190693,,Deaths per 1000 live births,Normal value,,12.3358783574649,18.3797359028402,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2013,14.4370040231157,,Deaths per 1000 live births,Normal value,,11.3469185611866,18.3801625888071,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2014,13.8314937661353,,Deaths per 1000 live births,Normal value,,10.436609909373,18.2961906232109,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2015,13.3178469950911,,Deaths per 1000 live births,Normal value,,9.62652785271482,18.3656630430057,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2016,12.8170563130603,,Deaths per 1000 live births,Normal value,,8.91975595511148,18.3875977708455,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2017,12.3720219857894,,Deaths per 1000 live births,Normal value,,8.32094777321508,18.4521822806,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2018,11.9388228660148,,Deaths per 1000 live births,Normal value,,7.68793887441701,18.4924029537375,,,,,,,,,,Total,Africa
Libya,Under-five mortality rate,Total,2019,11.5399909798285,,Deaths per 1000 live births,Normal value,,7.16304102799604,18.367974054501,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2000,99.9371411008819,,Deaths per 1000 live births,Normal value,,92.2926409815962,108.170292965408,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2001,95.1835894400049,,Deaths per 1000 live births,Normal value,,87.7634944356698,103.150551791587,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2002,90.5548963137077,,Deaths per 1000 live births,Normal value,,83.2264417643686,98.4859491759573,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2003,86.2749975861773,,Deaths per 1000 live births,Normal value,,79.0587397537641,93.9708032185076,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2004,82.2702679899017,,Deaths per 1000 live births,Normal value,,75.1513758030381,89.7282042119596,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2005,78.4293066297481,,Deaths per 1000 live births,Normal value,,71.4715560063773,85.6718335111332,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2006,74.8115794532845,,Deaths per 1000 live births,Normal value,,67.9546093416619,82.0114713540927,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2007,71.4701804521872,,Deaths per 1000 live births,Normal value,,64.6501730180788,78.6837010428092,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2008,68.3878966996854,,Deaths per 1000 live births,Normal value,,61.620758125287,75.6443319677237,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2009,65.5598796352365,,Deaths per 1000 live births,Normal value,,58.7234453301052,72.78924468388,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2010,63.017698102037,,Deaths per 1000 live births,Normal value,,56.0963607585125,70.4238482143641,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2011,60.6910109330083,,Deaths per 1000 live births,Normal value,,53.6581930138927,68.3256115302624,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2012,58.5343611022115,,Deaths per 1000 live births,Normal value,,51.3834611603512,66.3626702412806,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2013,56.5198504473421,,Deaths per 1000 live births,Normal value,,49.1818763939667,64.6478855902451,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2014,54.6813003915395,,Deaths per 1000 live births,Normal value,,47.1123492203631,63.0686445268651,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2015,52.9050775527,,Deaths per 1000 live births,Normal value,,44.9942546297279,61.7385743577137,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2016,51.0855377641673,,Deaths per 1000 live births,Normal value,,42.9292093014866,60.5567922100898,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2017,49.2987875169983,,Deaths per 1000 live births,Normal value,,40.7008837377871,59.61595280249,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2018,47.5631428545188,,Deaths per 1000 live births,Normal value,,38.6572537764839,58.7504819643768,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Female,2019,45.99318481436,,Deaths per 1000 live births,Normal value,,36.5401997961258,58.1160598296416,,,,,,,,,,Total,Africa
Madagascar,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2009,46.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2008-2009,,,,,,15 to 49 years old,Africa
Madagascar,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2016,68.5,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2016,,,,,,15 to 49 years old,Africa
Madagascar,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2018,61.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,,,,15 to 49 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2011,76.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2013,62.5,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2016,73.1,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2016,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2018,62.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,,,,Under 5 years old,Africa
Madagascar,Under-five mortality rate,Male,2000,112.878147272005,,Deaths per 1000 live births,Normal value,,104.384813682209,122.116171251214,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2001,107.838172591705,,Deaths per 1000 live births,Normal value,,99.4761385670926,116.80111419092,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2002,103.002658443558,,Deaths per 1000 live births,Normal value,,94.8244737229142,111.877512112816,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2003,98.5585481198626,,Deaths per 1000 live births,Normal value,,90.4450009986906,107.226436896902,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2004,94.2199379829405,,Deaths per 1000 live births,Normal value,,86.1975462131112,102.784430022696,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2005,90.1257412466719,,Deaths per 1000 live births,Normal value,,82.177870546672,98.4049664894642,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2006,86.3257668136959,,Deaths per 1000 live births,Normal value,,78.5121133395709,94.4925566452264,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2007,82.7748201474222,,Deaths per 1000 live births,Normal value,,74.929190681691,91.0434172749756,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2008,79.4426391285582,,Deaths per 1000 live births,Normal value,,71.5634566165006,87.7935520977065,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2009,76.3682339242112,,Deaths per 1000 live births,Normal value,,68.5156783756032,84.9026499504759,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2010,73.5962896775456,,Deaths per 1000 live births,Normal value,,65.556098663203,82.2530249695387,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2011,71.0595565582508,,Deaths per 1000 live births,Normal value,,62.9032898351769,79.8999408915904,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2012,68.7388689613576,,Deaths per 1000 live births,Normal value,,60.4068913501742,77.9199654475382,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2013,66.5937579708442,,Deaths per 1000 live births,Normal value,,57.9159803643544,76.1195901690276,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2014,64.5704972320701,,Deaths per 1000 live births,Normal value,,55.6558029901057,74.6137295670977,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2015,62.6040199961727,,Deaths per 1000 live births,Normal value,,53.3093622856652,73.1654022602298,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2016,60.6847641488769,,Deaths per 1000 live births,Normal value,,50.9857995243494,71.9283779620761,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2017,58.7669671830603,,Deaths per 1000 live births,Normal value,,48.6074253951108,70.9604470815028,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2018,56.8854379550402,,Deaths per 1000 live births,Normal value,,46.2540604695034,70.1448988126157,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Male,2019,54.9811999991699,,Deaths per 1000 live births,Normal value,,43.808197659445,69.6434752731223,,,,,,,,,,Total,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2011,76.3,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2013,60.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2016,73.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2016,,,,,,Under 5 years old,Africa
Madagascar,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2018,61.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,,,,Under 5 years old,Africa
Madagascar,Under-five mortality rate,Total,2000,106.542200443394,,Deaths per 1000 live births,Normal value,,98.6938238189825,115.092331815268,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2001,101.629029733614,,Deaths per 1000 live births,Normal value,,93.8979679041549,109.993578749442,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2002,96.9522554277524,,Deaths per 1000 live births,Normal value,,89.2230878934078,105.273921211307,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2003,92.529704529737,,Deaths per 1000 live births,Normal value,,84.9284299055858,100.601020307173,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2004,88.3702852886507,,Deaths per 1000 live births,Normal value,,80.9932112646628,96.263970479739,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2005,84.4080334101859,,Deaths per 1000 live births,Normal value,,77.0570566801866,92.1410568760652,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2006,80.7189483308405,,Deaths per 1000 live births,Normal value,,73.4778182869433,88.2956094291678,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2007,77.2558983177878,,Deaths per 1000 live births,Normal value,,70.0745179583483,84.846910968338,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2008,74.0793930288571,,Deaths per 1000 live births,Normal value,,66.8773253756304,81.6965316516535,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2009,71.1193687473748,,Deaths per 1000 live births,Normal value,,63.8840229584453,78.8512224493808,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2010,68.4537221239764,,Deaths per 1000 live births,Normal value,,61.0952313352712,76.3797664633376,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2011,66.0219819058563,,Deaths per 1000 live births,Normal value,,58.4868013322694,74.0644326387785,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2012,63.7467787488718,,Deaths per 1000 live births,Normal value,,56.1052528199932,72.0889902117057,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2013,61.6934528990493,,Deaths per 1000 live births,Normal value,,53.8102283311415,70.4476319348966,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2014,59.7618129009994,,Deaths per 1000 live births,Normal value,,51.6063481661143,68.9693078644591,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2015,57.8701982910861,,Deaths per 1000 live births,Normal value,,49.3703732315389,67.4644565150579,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2016,55.9763343402424,,Deaths per 1000 live births,Normal value,,47.1494892908919,66.3148846194257,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2017,54.1278983607818,,Deaths per 1000 live births,Normal value,,44.8139118078126,65.2943155672271,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2018,52.3084760400891,,Deaths per 1000 live births,Normal value,,42.5984010259775,64.4955252914697,,,,,,,,,,Total,Africa
Madagascar,Under-five mortality rate,Total,2019,50.6030292519029,,Deaths per 1000 live births,Normal value,,40.2828381635741,63.9262426920052,,,,,,,,,,Total,Africa
